This file was created by CMPT_PRIOR_RETS using the 202302 CRSP database.
It contains value- and equal-weighted returns for  10 prior-return portfolios.
The portfolios are constructed monthly. PRIOR_RET is from - 1 to - 1.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
194607,  -3.41,  -4.65,  -2.32,  -2.29,  -3.38,  -3.14,  -2.68,  -2.95,  -1.13,  -2.97
194608,  -8.17,  -6.41,  -6.28,  -7.84,  -8.12,  -6.89,  -6.43,  -5.31,  -6.09,  -5.71
194609, -16.29, -12.82, -12.48, -12.60, -10.95,  -7.81,  -9.75,  -9.62,  -8.78,  -9.50
194610,  -0.19,  -0.57,  -1.49,   0.63,  -1.68,  -1.19,  -1.97,  -0.63,  -1.90,  -2.19
194611,  -0.98,  -1.22,   0.94,  -0.80,   0.09,   0.19,   0.35,  -0.68,   0.41,  -1.32
194612,   4.18,   5.56,   4.36,   4.48,   4.82,   5.18,   4.77,   5.62,   5.46,   5.81
194701,   3.91,   2.86,   4.80,   2.28,   0.73,   2.09,  -0.20,   0.58,  -0.71,  -2.69
194702,  -0.13,  -0.80,  -1.63,  -1.38,  -1.68,  -1.00,  -0.28,  -1.37,  -2.00,   0.59
194703,  -2.86,  -1.90,  -1.75,  -0.41,  -1.21,  -2.21,  -1.77,  -2.18,  -0.77,  -3.33
194704, -10.44,  -8.37,  -6.68,  -5.65,  -5.80,  -6.33,  -3.26,  -5.80,  -2.52,  -3.33
194705,  -6.36,  -4.60,  -3.29,  -0.32,  -1.64,  -0.48,  -0.37,  -1.87,  -0.60,   0.41
194706,   2.69,   7.49,   4.74,   6.53,   5.65,   4.88,   2.94,   5.49,   5.95,   7.30
194707,   3.35,   6.57,   6.10,   3.99,   5.71,   3.67,   2.13,   4.83,   4.31,   3.28
194708,  -1.18,  -0.08,  -1.07,  -1.60,  -2.25,  -2.56,  -2.45,  -2.02,  -3.20,  -3.08
194709,   0.83,  -0.43,  -0.70,   1.64,  -1.83,  -0.12,  -0.96,  -0.42,  -1.85,   0.91
194710,   5.92,   4.03,   3.56,   2.79,   1.17,   2.68,   2.36,   1.95,   2.37,   0.75
194711,  -3.68,  -4.61,  -1.48,  -1.79,  -1.43,  -0.69,  -1.65,  -2.00,  -1.36,  -4.07
194712,   1.33,   3.17,   3.90,   2.46,   5.42,   2.24,   2.41,   3.98,   2.70,   3.00
194801,   2.67,  -0.87,  -2.37,  -3.21,  -2.49,  -3.29,  -3.84,  -6.45,  -6.03,  -5.88
194802,  -3.06,  -3.06,  -4.48,  -5.83,  -5.40,  -4.06,  -2.98,  -5.28,  -5.19,  -4.34
194803,  11.38,  13.19,  10.58,   8.91,   9.07,   9.21,   6.25,   9.17,   6.16,   5.11
194804,   2.32,   2.72,   3.81,   2.69,   6.26,   4.12,   2.52,   4.24,   4.80,   3.70
194805,   8.60,  10.71,   7.09,   7.53,   7.86,   6.58,   6.80,   6.97,   6.52,   6.54
194806,  -0.50,  -0.23,   1.40,  -0.60,   1.09,  -0.30,  -1.75,  -0.85,  -0.32,   0.36
194807,  -2.42,  -5.11,  -5.78,  -3.88,  -4.17,  -4.02,  -4.07,  -5.34,  -7.11,  -7.82
194808,   1.75,   0.26,   0.94,   0.55,  -1.65,   1.74,   0.66,   0.85,  -0.02,  -0.86
194809,  -3.37,  -2.02,  -4.04,  -3.30,  -3.37,  -1.39,  -2.91,  -2.62,  -2.46,  -5.33
194810,   7.04,   8.14,   6.80,   6.62,   8.06,   5.47,   6.52,   5.75,   3.61,   5.26
194811, -10.02,  -7.55,  -4.82,  -7.61,  -8.34, -10.57,  -9.69, -10.24, -11.44, -13.19
194812,   2.01,   4.51,   2.43,   3.97,   3.36,   4.33,   4.12,   3.99,   1.88,   2.11
194901,   5.12,   2.67,   1.74,   2.81,   3.30,  -0.73,   0.20,   1.02,  -1.46,  -2.53
194902,  -4.66,  -3.90,  -2.02,  -3.89,  -2.70,  -2.18,  -2.38,  -1.42,  -1.34,  -3.82
194903,   9.20,   4.41,   6.30,   5.17,   4.05,   4.12,   3.56,   2.53,   4.63,   3.58
194904,  -2.13,  -2.09,  -1.63,  -1.46,  -1.43,  -1.55,  -1.42,  -2.45,  -2.56,  -3.90
194905,  -4.26,  -4.36,  -3.33,  -4.44,  -2.44,  -2.44,  -2.11,  -2.62,  -2.29,  -3.87
194906,   0.25,  -0.61,   0.42,   0.26,  -1.08,   0.97,   0.91,  -0.56,   0.13,   0.91
194907,   8.08,   7.67,   7.44,   6.48,   5.37,   4.40,   4.49,   6.47,   5.76,   5.18
194908,   3.29,   3.65,   3.06,   2.29,   2.68,   2.92,   2.22,   2.72,   1.58,   2.19
194909,   3.52,   4.41,   3.44,   1.13,   3.29,   2.94,   2.96,   3.64,   4.19,   3.57
194910,   1.50,   3.70,   2.12,   4.76,   3.36,   2.45,   3.61,   4.19,   2.99,   1.68
194911,   1.36,   3.17,   2.36,   3.20,  -0.78,   1.67,  -0.54,   3.54,   2.62,   0.38
194912,   5.09,   2.80,   6.41,   6.12,   6.95,   3.40,   4.73,   5.79,   6.81,   4.20
195001,   2.62,   1.26,   1.83,   0.86,   1.92,   1.17,   2.74,   1.92,   2.12,   2.53
195002,   1.67,   1.67,   1.38,   1.07,   1.69,   1.57,   2.39,   1.31,   0.37,   0.85
195003,  -0.80,   1.29,   2.66,   1.34,   1.00,   1.32,   2.41,   1.57,  -0.38,   0.08
195004,   7.70,   4.81,   4.64,   2.65,   3.81,   2.64,   5.21,   2.98,   2.54,   7.32
195005,   4.54,   2.64,   3.47,   2.53,   4.48,   4.86,   4.84,   7.00,   5.35,   1.29
195006,  -7.02,  -7.30,  -5.69,  -5.96,  -5.43,  -5.44,  -5.67,  -4.91,  -6.72,  -7.70
195007,   0.51,   1.51,   1.53,   0.45,  -0.63,   1.90,   3.94,   0.06,   3.61,   3.56
195008,   6.16,   6.08,   7.03,   3.72,   4.33,   5.06,   4.97,   4.25,   1.41,   0.11
195009,   4.47,   5.97,   4.48,   3.35,   5.12,   5.89,   4.87,   4.66,   5.78,   3.55
195010,   0.41,   0.59,   1.33,   0.72,   0.39,  -0.24,  -0.66,  -0.29,  -1.66,  -3.64
195011,   2.14,   4.01,   3.34,   5.54,   2.97,   2.74,   2.89,   0.23,   3.00,   3.16
195012,   3.32,   1.47,   3.73,   3.43,   5.92,   7.24,   6.92,   7.56,   9.16,   7.43
195101,   6.96,   6.13,   5.37,   5.65,   7.81,   6.03,   6.68,   3.28,   3.86,   4.50
195102,   2.90,   3.55,   2.59,   1.69,   0.44,   0.71,   1.90,  -0.86,   1.92,  -1.40
195103,  -1.81,  -2.82,  -1.92,  -2.78,  -3.28,  -1.64,   0.10,  -2.04,  -2.13,  -3.71
195104,   5.97,   5.29,   5.51,   5.69,   5.20,   8.20,   2.91,   3.54,   3.63,   4.76
195105,  -1.15,  -0.75,  -1.11,  -0.42,  -2.14,  -3.82,  -2.65,  -1.89,  -3.23,  -3.09
195106,  -7.09,  -4.98,  -4.66,  -0.92,  -2.63,  -2.40,  -0.71,  -1.02,  -2.52,  -3.89
195107,  12.97,  10.51,   7.27,   4.28,   6.13,   4.77,   7.69,   6.49,   5.68,  10.58
195108,   4.74,   3.34,   5.43,   3.48,   8.02,   6.16,   3.62,   3.69,   3.11,   2.50
195109,   1.13,  -0.04,   3.00,   0.80,   2.81,  -0.94,  -0.72,   1.20,   2.19,  -0.77
195110,   0.54,  -3.42,  -1.65,  -1.59,  -1.13,  -3.01,  -3.94,  -3.91,  -2.58,  -5.53
195111,   3.92,   0.43,   0.60,   0.04,   0.76,   0.44,   2.49,   1.43,  -0.44,  -0.60
195112,   3.99,   2.89,   6.03,   2.63,   3.20,   4.79,   2.88,   2.05,   1.35,   2.82
195201,   1.84,   3.59,   3.26,   3.20,   0.97,   3.82,   1.00,   3.43,  -1.56,   0.90
195202,  -2.57,  -2.72,  -1.47,  -1.04,  -1.98,  -1.91,  -3.66,  -3.13,  -3.63,  -2.13
195203,   3.50,   5.51,   6.04,   6.44,   2.39,   2.97,   2.91,   5.29,   4.74,   4.14
195204,  -6.88,  -4.07,  -3.96,  -3.82,  -3.40,  -4.22,  -4.34,  -4.54,  -4.63,  -8.09
195205,   3.86,   4.60,   4.78,   3.42,   3.30,   2.44,   3.24,   2.79,   1.79,   3.05
195206,   4.34,   3.78,   3.72,   2.80,   3.87,   4.27,   4.95,   3.88,   3.57,   4.28
195207,   1.18,   1.27,   1.29,   1.84,   1.98,   1.84,   0.36,   1.33,  -0.19,  -0.15
195208,  -0.41,  -1.09,  -1.06,  -0.67,   0.35,   0.38,   0.76,  -1.39,  -1.14,  -2.06
195209,  -2.23,  -3.75,  -2.49,  -3.05,  -1.59,  -0.47,  -0.42,  -1.23,  -0.50,  -1.44
195210,  -0.21,   0.26,  -0.19,   0.37,  -0.73,   0.02,  -0.91,  -0.81,  -1.94,  -1.91
195211,   6.29,   7.65,   7.27,   5.25,   7.49,   8.39,   4.21,   5.48,   5.04,   4.83
195212,   3.76,   6.49,   3.64,   2.26,   2.02,   2.40,   4.53,   2.07,   2.61,   1.83
195301,   0.53,   1.03,   1.02,   0.49,   1.46,  -1.39,  -0.07,  -1.23,  -1.15,  -1.33
195302,   0.64,  -0.75,  -0.65,   0.30,  -0.19,  -0.62,  -0.79,   1.38,   2.00,   0.60
195303,  -0.72,  -1.41,  -1.03,  -2.01,  -0.46,   0.66,  -2.26,  -1.40,  -2.61,  -3.81
195304,  -3.52,  -1.75,  -1.18,  -2.72,  -3.55,  -1.93,  -2.51,  -3.88,  -1.81,  -4.93
195305,   1.82,   0.44,   1.68,   0.11,   0.82,   1.30,   0.39,  -0.03,   1.32,  -1.58
195306,  -1.65,  -2.46,  -1.99,  -2.00,  -1.01,  -2.02,  -1.61,  -1.92,  -0.66,  -3.24
195307,   2.27,   2.63,   2.99,   3.12,   2.80,   1.81,   2.63,   2.65,   2.49,   2.73
195308,  -4.53,  -5.79,  -4.53,  -3.53,  -3.58,  -3.94,  -4.78,  -3.83,  -5.26,  -5.06
195309,   0.11,  -1.19,   0.14,   0.07,   0.03,   0.63,  -0.43,   1.83,   0.15,   0.42
195310,   4.90,   4.85,   3.61,   4.32,   5.48,   5.78,   3.97,   4.00,   4.87,   4.75
195311,  -0.11,   1.26,   4.01,   3.37,   2.51,   4.00,   1.68,   4.05,   1.94,   5.55
195312,  -2.31,  -3.29,  -0.66,   0.13,   0.46,   0.18,   1.88,   0.78,   0.07,  -0.96
195401,   9.29,   7.67,   8.78,   7.00,   6.46,   5.76,   3.76,   5.83,   3.59,   4.04
195402,   1.41,   1.51,   1.34,   1.32,   2.90,   2.34,   1.38,   0.95,   1.34,   0.42
195403,   3.92,   2.21,   5.54,   2.22,   3.98,   2.65,   3.39,   6.06,   4.37,   4.83
195404,  -0.76,   2.13,   3.66,   2.51,   2.82,   5.82,   5.29,   2.38,   7.99,   1.49
195405,   8.10,   5.40,   3.91,   4.73,   3.67,   1.83,   5.40,   3.78,   2.24,   0.27
195406,   8.33,   2.61,   0.91,  -0.18,  -1.36,   0.49,  -0.80,   1.81,   0.55,   0.21
195407,   5.31,   5.02,   5.31,   6.25,   5.18,   7.82,   5.81,   3.94,   3.70,   1.57
195408,  -2.92,  -0.93,  -2.24,  -0.48,  -1.29,  -2.63,  -4.47,  -3.18,  -4.46,  -3.15
195409,   6.00,   7.53,   5.60,   9.03,   4.78,   6.61,   3.32,   9.10,   3.59,   4.91
195410,  -1.35,  -0.97,  -2.93,  -1.85,  -1.12,  -1.08,  -2.50,  -1.10,  -2.00,  -1.29
195411,  10.01,  10.34,   7.95,  10.51,   9.17,   5.85,  12.34,  11.18,  11.10,  11.29
195412,   6.83,   5.09,   4.68,   6.55,   5.73,   5.08,   8.35,   5.66,   4.15,   6.25
195501,   0.48,   0.68,   0.22,   2.14,   0.11,   1.42,  -0.07,   0.43,   1.02,  -0.39
195502,   3.31,   4.15,   4.71,   3.56,   4.06,   1.88,   2.82,   3.36,   1.77,   1.88
195503,   1.64,  -0.32,   1.56,  -0.99,  -0.03,  -0.28,  -0.76,  -0.46,   1.39,   1.62
195504,   1.33,   0.69,   4.77,   5.55,   3.13,   3.71,   2.97,   3.09,   2.68,   0.13
195505,  -0.27,   1.03,   2.56,   0.94,   1.58,   0.05,   1.64,   0.15,   2.33,  -0.35
195506,   3.87,   5.41,  10.56,   7.03,   7.32,   2.86,   3.64,   8.28,  10.11,   4.34
195507,  -0.54,  -0.54,   1.54,   1.60,   0.31,   0.14,   0.31,  -0.16,   1.24,   5.88
195508,   2.28,   1.24,   3.62,   0.79,  -0.57,  -0.03,   0.65,  -0.01,   0.14,  -3.13
195509,   6.89,  -1.75,   0.67,   0.17,  -3.09,  -1.16,  -2.04,  -2.15,  -0.29,  -0.35
195510,  -3.82,  -0.36,  -2.93,  -1.60,  -2.10,  -0.92,  -2.11,  -2.31,  -2.29,  -4.92
195511,  10.00,  10.09,   9.27,   7.41,   6.21,   6.08,   6.42,   5.25,   3.62,   6.57
195512,   1.40,   3.95,   0.97,   2.20,   2.26,   1.71,   2.12,  -1.25,   2.68,   3.34
195601,  -5.11,  -2.53,  -3.37,  -1.23,  -1.27,  -3.55,  -1.56,  -3.70,  -3.69,  -2.80
195602,   5.29,   5.39,   5.57,   4.58,   4.40,   3.90,   3.39,   2.62,   0.69,   4.04
195603,   4.27,   4.60,   2.85,   7.92,   5.63,  10.85,   6.46,   6.21,   8.26,   7.65
195604,   1.66,  -1.15,  -0.38,  -0.11,  -2.09,  -0.09,   1.52,   1.74,   2.53,   1.28
195605,  -4.43,  -3.26,  -4.79,  -4.18,  -2.79,  -5.59,  -5.18,  -6.91,  -5.50,  -7.52
195606,   4.02,   3.33,   4.72,   2.39,   3.89,   5.43,   2.47,   2.05,   5.71,   3.59
195607,   2.60,   3.80,   3.85,   4.71,   4.17,   4.36,   7.42,   5.75,   5.20,   6.35
195608,  -1.63,  -2.62,  -1.79,  -3.15,  -3.42,  -3.30,  -1.89,  -2.55,  -4.22,  -4.77
195609,  -8.00,  -5.90,  -5.29,  -5.05,  -5.57,  -4.11,  -3.13,  -2.46,  -5.42,  -4.03
195610,   0.75,   2.65,   0.95,   1.19,   0.55,   1.15,  -0.63,  -0.55,   0.34,   2.27
195611,   3.66,   1.39,   1.62,  -1.75,  -0.47,  -2.00,   3.16,   0.51,   1.00,   1.53
195612,   1.56,   6.40,   2.09,   3.73,   4.01,   2.49,   3.57,   3.45,   4.46,   0.82
195701,  -1.83,  -0.07,  -1.42,  -2.59,  -3.51,  -1.66,  -2.22,  -5.46,  -4.75,  -6.33
195702,  -0.94,  -2.50,  -2.51,  -2.07,  -2.14,  -1.67,  -1.91,  -0.22,  -2.37,  -3.77
195703,   1.66,   2.08,   3.23,   2.34,   2.81,   1.00,   3.59,   1.72,   2.58,   2.39
195704,   3.72,   2.39,   5.48,   4.65,   1.46,   6.45,   5.26,   3.49,   6.34,   3.91
195705,   3.25,   3.13,   2.63,   1.43,   3.80,   2.39,   5.38,   4.78,   3.64,   4.69
195706,  -0.49,  -0.50,  -0.76,  -2.33,  -1.46,  -0.69,  -1.30,   1.77,   0.71,  -3.29
195707,   0.89,  -0.15,   1.79,   0.45,   1.02,  -0.17,   2.99,   0.77,   1.63,  -1.08
195708,  -4.75,  -5.16,  -4.54,  -6.44,  -2.75,  -3.90,  -5.58,  -4.98,  -4.57,  -4.81
195709,  -9.03,  -7.27,  -5.92,  -6.17,  -5.01,  -7.89,  -5.87,  -3.51,  -2.13,  -3.10
195710,  -7.77,  -6.18,  -5.36,  -3.54,  -2.91,  -3.85,  -2.99,  -3.51,  -2.99,  -3.07
195711,   2.57,   4.44,   2.61,   4.04,   1.08,   1.33,  -0.37,   3.40,   4.48,   4.63
195712,  -7.21,  -6.76,  -3.90,  -3.51,  -2.21,  -1.34,  -3.23,  -3.00,  -3.63,  -5.33
195801,  13.22,   8.76,   6.53,   6.34,   4.47,   4.23,   4.44,   3.91,   4.18,   3.28
195802,  -2.08,  -3.00,  -0.91,   0.44,  -1.19,   0.47,  -2.27,  -2.66,  -1.71,  -3.65
195803,   5.49,   4.73,   3.56,   3.65,   2.81,   4.41,   1.84,   3.56,   2.34,   2.47
195804,   3.06,   2.93,   2.42,   2.38,   2.74,   4.48,   3.09,   4.69,   3.45,   1.92
195805,   3.78,   5.07,   3.35,   3.65,   1.91,   2.21,   2.15,   3.17,   0.26,   1.84
195806,   3.14,   4.50,   5.02,   2.82,   2.33,   2.71,   2.50,   1.93,   1.16,   3.41
195807,   8.37,   5.20,   5.29,   6.70,   5.21,   1.32,   4.11,   5.13,   3.04,   4.35
195808,   2.81,   2.47,   1.51,   2.41,   1.12,   1.77,   2.06,   2.57,   1.14,   2.63
195809,   5.58,   5.70,   6.93,   4.49,   4.75,   3.02,   4.41,   6.11,   3.76,   3.95
195810,   3.60,   2.67,   2.85,   0.76,   2.99,   2.53,   3.97,   3.62,   1.28,   2.95
195811,   4.50,   3.54,   2.74,   3.45,   3.28,   2.30,   4.39,   3.96,   1.65,   2.82
195812,   4.25,   4.70,   6.87,   4.43,   8.35,   3.55,   4.53,   4.10,   3.25,   2.47
195901,   1.02,   0.64,   1.51,   1.96,   1.45,   1.74,   1.43,  -0.10,   1.14,  -0.05
195902,   3.30,  -1.01,   1.16,  -1.84,   3.89,   2.43,   1.67,   1.51,   3.19,   1.13
195903,   2.23,  -0.10,  -0.29,  -0.24,   0.70,   1.43,   0.80,  -0.44,  -0.92,  -0.25
195904,   3.32,   3.78,   1.00,   5.78,   4.70,   5.08,   3.41,   4.02,   1.64,   3.00
195905,   2.02,   1.72,   0.42,   1.44,   2.07,   0.97,   0.37,   1.93,   5.26,  -0.36
195906,   0.99,   1.61,   0.49,   1.04,  -0.81,   0.89,  -1.82,   0.81,  -0.70,  -0.81
195907,   3.00,   1.64,   5.65,   0.67,   3.44,   6.01,   4.27,   3.85,   1.26,   2.10
195908,  -5.05,  -2.29,  -1.28,  -0.20,  -0.15,  -1.69,  -1.18,  -1.70,  -0.46,  -3.12
195909,  -4.68,  -4.31,  -4.97,  -5.25,  -5.01,  -4.36,  -2.54,  -4.12,  -4.67,  -6.06
195910,   3.56,   3.04,   2.01,   1.26,   1.97,   0.80,   1.09,   2.37,   0.42,   2.47
195911,   6.15,   0.13,   0.84,   1.20,  -0.53,   1.76,   2.32,   3.04,   2.73,   5.31
195912,   3.54,   3.53,   2.82,   3.62,   3.41,   2.56,   2.74,   2.61,   2.30,   1.07
196001,  -5.87,  -3.33,  -3.59,  -6.32,  -6.41,  -6.06,  -5.40,  -8.91,  -9.92,  -8.68
196002,   0.16,   2.33,   0.69,   0.86,   0.57,   1.54,   0.05,   0.72,   7.09,  -0.24
196003,  -0.32,  -2.55,  -3.25,  -2.30,  -0.85,   0.56,  -2.07,  -0.68,  -1.43,   0.19
196004,  -0.91,  -4.39,  -2.74,   0.80,  -3.25,  -2.78,  -1.50,  -1.28,  -0.19,   0.87
196005,   5.12,   4.10,  -0.02,   0.72,   1.01,   2.43,   0.99,   6.76,   6.60,   7.61
196006,   5.34,   4.25,   2.37,   2.42,   2.78,   1.01,   1.86,   3.31,   2.41,  -0.12
196007,  -4.45,  -2.59,  -2.97,  -2.71,  -1.20,  -0.02,  -1.86,  -2.74,  -2.34,  -5.09
196008,   1.64,   1.83,   1.88,   2.97,   3.25,   2.74,   4.36,   3.12,   3.50,   5.75
196009,  -7.03,  -7.21,  -6.83,  -3.22,  -5.80,  -6.76,  -4.31,  -6.23,  -5.29,  -6.25
196010,  -4.15,  -3.48,  -0.83,  -0.09,   0.79,   0.39,  -0.71,  -0.34,  -0.14,   0.11
196011,   8.59,   5.08,   6.36,   4.73,   4.43,   3.17,   5.31,   4.35,   5.88,   5.88
196012,   5.75,   4.40,   6.34,   3.31,   4.43,   8.32,   4.35,   3.35,   2.97,   5.10
196101,   8.43,   9.00,   4.95,   5.79,   6.74,   7.30,   6.09,   6.68,   4.85,   7.10
196102,   3.59,   5.14,   5.27,   3.92,   3.16,   3.98,   3.64,   1.76,   3.74,   2.71
196103,   3.18,   5.56,   1.95,   2.22,   3.60,   2.60,   1.59,   2.65,   2.12,   3.44
196104,   0.69,   2.26,  -1.05,   2.17,   0.06,   1.40,   1.32,  -1.51,  -2.35,  -0.54
196105,   4.02,   6.73,   5.81,   2.96,   3.03,   3.21,   0.79,   2.82,  -0.20,   1.88
196106,  -3.08,  -1.26,  -2.94,  -1.43,  -3.25,  -3.74,  -3.51,  -3.32,  -3.42,  -3.61
196107,   2.11,   2.88,   2.53,   5.38,   3.53,   3.91,   1.53,   3.07,   2.65,   1.89
196108,   3.39,   2.13,   4.54,   2.70,   3.61,   4.16,   4.13,   2.53,   0.30,   3.26
196109,  -5.95,  -5.48,  -2.30,  -0.91,  -1.79,  -2.61,  -3.02,   2.00,  -2.66,  -5.07
196110,  -0.39,   4.88,   0.64,   3.78,   2.15,   4.56,   1.76,   5.50,   4.14,   1.30
196111,   2.85,   3.82,   3.05,   5.05,   8.22,   4.84,   4.37,   4.59,   1.60,   4.95
196112,   0.44,   0.82,  -0.22,  -1.17,   0.09,   0.13,   0.00,   1.02,  -0.36,  -1.92
196201,  -2.86,  -2.96,  -3.33,  -4.25,  -4.81,  -4.36,  -2.86,  -4.84,  -1.70,  -5.55
196202,   1.37,   1.53,   3.61,   2.24,   2.02,   1.81,  -1.03,   2.75,   0.48,  -1.07
196203,   0.45,   0.61,  -0.50,   0.03,  -1.13,  -0.01,  -0.48,  -1.46,   0.40,  -1.90
196204,  -7.57,  -6.14,  -7.22,  -5.35,  -7.66,  -6.57,  -5.72,  -5.37,  -6.29,  -6.97
196205, -10.82,  -8.00,  -6.46,  -9.69,  -9.03,  -6.20,  -8.00,  -9.93,  -7.79, -12.78
196206, -10.45,  -8.42, -10.56,  -9.82,  -9.55,  -8.71,  -7.79,  -7.38,  -6.35,  -7.28
196207,   8.74,   9.87,   5.76,   6.72,   5.89,   7.14,   7.60,   5.19,   4.60,   3.06
196208,   1.89,   2.33,   2.22,   2.53,   1.13,   4.23,   2.35,   3.43,   1.56,   1.78
196209,  -5.42,  -3.74,  -5.93,  -3.07,  -5.17,  -4.32,  -4.43,  -6.67,  -6.61,  -8.65
196210,  -4.26,  -1.36,  -1.85,   0.13,   1.39,   0.66,   0.33,   0.38,   1.11,   0.43
196211,  16.92,  14.77,  14.25,  12.88,  13.50,  11.17,  10.01,  10.97,   8.37,  10.91
196212,   3.61,   3.08,   3.16,   2.34,   0.87,   0.29,  -1.37,  -1.01,  -1.38,  -5.04
196301,  10.33,   7.95,   7.19,   8.72,   5.81,   6.48,   4.86,   3.51,   4.74,   1.09
196302,  -0.96,  -1.40,  -1.73,  -1.83,  -1.57,  -3.02,  -3.94,  -2.89,  -3.05,  -3.01
196303,   1.36,   4.24,   4.15,   4.89,   3.80,   2.43,   3.40,   1.42,   1.59,   1.43
196304,   3.02,   3.72,   4.63,   5.66,   4.49,   3.85,   4.61,   6.26,   5.19,   4.45
196305,   4.64,   2.98,   1.45,   0.74,   0.70,   0.22,   4.60,   2.05,   0.79,   4.78
196306,  -0.56,   0.64,  -1.43,  -1.98,  -1.39,  -3.67,  -2.16,  -1.82,  -3.67,  -2.28
196307,   0.80,  -1.53,   0.17,  -1.69,  -0.22,   0.76,  -0.76,   0.91,  -0.62,   0.64
196308,   6.51,   7.32,   7.44,   5.95,   5.65,   4.67,   5.61,   4.49,   4.58,   5.87
196309,  -1.38,  -0.41,  -2.03,  -1.64,  -0.96,  -0.01,  -0.87,  -2.50,  -2.28,  -2.27
196310,   3.03,   3.76,  -0.49,   2.15,   2.49,   1.34,   7.20,   2.96,   2.77,   1.44
196311,   0.44,  -0.35,  -0.40,  -1.95,  -1.39,   0.26,   0.86,   1.88,  -0.96,  -5.07
196312,  -0.04,   2.86,   2.92,   2.11,   3.00,   1.28,   2.71,   3.85,   0.71,   2.06
196401,  -0.07,   1.79,   1.44,   3.93,   2.94,   2.23,   2.52,   3.45,   3.04,   0.03
196402,   2.14,   3.46,   2.39,   1.99,   2.74,   1.29,   1.19,   1.30,   2.17,   2.00
196403,   2.76,   1.27,   2.34,   0.57,   1.59,   1.78,   1.94,   3.78,   0.79,   1.43
196404,  -0.83,   0.68,   2.49,   1.75,   0.81,   0.04,  -1.67,  -0.60,  -2.67,  -2.70
196405,  -0.68,   0.87,   1.88,   0.70,   1.69,   0.45,   1.53,   1.38,   2.48,   4.15
196406,   3.07,   2.41,   1.47,   3.60,   0.68,   1.35,   0.17,   1.01,   0.77,   0.88
196407,   2.27,   3.59,   2.16,   1.37,   2.76,   4.41,   1.69,   1.97,   0.09,   1.00
196408,  -2.36,  -2.08,  -1.44,  -1.36,  -1.22,  -0.99,  -1.35,  -0.80,   0.92,  -0.90
196409,   5.04,   4.30,   3.47,   2.65,   1.53,   3.78,   4.25,   3.04,   2.24,   2.25
196410,   1.64,  -0.03,   0.11,   1.12,   2.10,   1.60,   1.34,   0.61,   0.18,  -0.26
196411,  -1.20,   0.01,   1.17,  -1.11,   0.01,   1.64,   0.34,   1.30,   1.77,  -0.10
196412,  -0.12,  -0.29,   2.63,  -0.82,   1.00,  -0.11,  -0.01,  -0.09,  -0.41,  -0.61
196501,   6.14,   5.58,   6.14,   3.25,   4.80,   6.87,   2.17,   3.25,   2.58,   2.70
196502,  -2.12,   1.04,   2.77,  -0.63,   1.21,   0.45,   0.72,   2.56,   2.86,   1.36
196503,  -2.52,  -0.82,   0.63,  -0.77,  -0.61,  -1.11,  -0.38,  -0.35,  -2.38,  -2.99
196504,   4.62,   1.61,   4.72,   2.68,   3.14,   2.30,   4.80,   3.77,   3.67,   2.69
196505,  -1.38,  -0.90,  -0.94,  -0.22,   1.20,   0.21,   0.46,  -2.43,  -1.63,  -0.39
196506,  -7.67,  -5.36,  -5.99,  -5.04,  -4.57,  -4.93,  -2.99,  -5.26,  -4.82,  -8.87
196507,   5.22,   4.52,   3.21,   2.47,   3.25,   2.06,   1.52,   0.58,   1.37,   1.34
196508,   4.21,   2.02,   1.63,   3.26,   3.19,   1.41,   3.38,   4.11,   5.41,   6.42
196509,   4.19,   3.45,   1.12,   3.04,   3.53,   4.62,   1.79,   2.71,   4.93,   2.62
196510,   3.42,   1.58,   2.91,   1.81,  -0.12,   2.99,   3.56,   4.43,   3.55,   5.25
196511,   0.94,  -1.21,   2.71,  -0.87,   1.22,   1.08,  -2.26,   0.42,   2.70,   8.89
196512,   3.16,   1.37,   2.39,   0.10,   0.65,   1.16,   1.21,   1.13,   1.96,  -0.34
196601,   3.72,   0.84,   0.07,   1.50,   0.59,  -0.12,   1.43,   1.36,   2.61,   3.12
196602,  -0.76,  -2.28,  -1.63,  -1.66,  -2.76,  -1.83,   1.65,   2.22,   2.84,   2.80
196603,   1.49,  -1.17,  -2.48,  -3.41,  -3.07,  -2.84,  -3.55,  -0.78,  -1.19,  -1.27
196604,   3.87,   2.19,   1.55,  -0.21,   2.20,   2.72,   1.72,   5.30,   3.07,   3.37
196605,  -4.24,  -4.95,  -4.68,  -3.44,  -3.59,  -5.21,  -6.72,  -4.78,  -7.39,  -9.00
196606,   1.57,   3.63,  -0.99,   0.24,  -0.85,  -2.16,  -1.38,  -0.80,  -1.09,  -3.11
196607,   0.25,  -1.32,   0.04,  -2.11,  -0.69,  -0.97,  -1.66,  -3.52,  -1.32,  -0.95
196608,  -8.50,  -7.34,  -7.64,  -7.12,  -7.46,  -5.94,  -7.94,  -8.38,  -7.68,  -8.81
