This file was created by CMPT_PRIOR_RETS using the 202302 CRSP database.
It contains value- and equal-weighted returns for  10 prior-return portfolios.
The portfolios are constructed monthly. PRIOR_RET is from -60 to -13.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
194112, -17.59, -14.18, -11.71,  -9.24,  -8.70,  -7.57,  -4.88,  -4.12,  -2.39,  -4.14
194201,  56.29,  18.38,  17.43,  11.35,   8.74,  10.58,   6.99,   4.56,   2.42,  -0.72
194202,   1.53,  -2.16,  -0.55,  -0.08,  -1.70,  -2.31,  -1.75,  -2.13,  -3.02,  -1.41
194203,  -6.19,  -6.75,  -4.90,  -3.16,  -4.37,  -4.48,  -5.12,  -5.26,  -6.12,  -6.15
194204,  -1.46,  -5.44,  -6.18,  -4.79,  -3.73,  -3.64,  -3.86,  -4.99,  -5.71,  -5.40
194205,  -1.07,   0.32,   3.99,  -0.03,   1.29,   4.94,   3.79,   4.75,   4.88,   5.89
194206,   2.99,   2.49,   1.39,   0.86,   3.13,   2.51,   2.22,   3.49,   2.84,   2.90
194207,   8.32,   5.31,   5.49,   5.26,   4.36,   4.27,   4.74,   4.44,   3.08,   3.40
194208,   4.97,   4.40,   1.35,   1.85,   3.13,   2.45,   2.69,   2.64,   1.76,   2.24
194209,  18.10,   3.82,   5.00,   3.35,   4.80,   2.99,   2.78,   4.20,   2.64,   1.61
194210,  19.75,  16.33,  12.40,  10.25,   9.32,   7.73,   4.43,   7.26,   5.65,   5.77
194211,  -5.96,  -2.46,  -2.70,  -0.50,  -0.35,  -1.56,  -0.64,  -0.87,  -0.19,  -1.59
194212,  -0.48,   0.53,   4.04,   4.25,   4.74,   4.84,   6.50,   4.00,   3.00,   2.28
194301,  51.91,  23.22,  21.16,  13.51,  12.12,  11.02,   9.10,   9.99,   8.23,   9.42
194302,  53.54,  20.32,  11.51,  10.10,   6.90,   8.11,   5.99,   7.19,   6.59,   6.14
194303,   8.84,  17.44,  16.27,  11.04,  12.34,   8.50,   9.53,   8.86,   9.73,   8.25
194304,  11.31,   6.69,   5.55,   2.20,   1.02,   1.32,   2.24,   2.19,   2.82,   0.84
194305,  20.61,   9.71,   9.99,   7.41,   7.93,   5.26,   6.81,   7.13,   5.46,   5.12
194306,  -2.94,   2.50,   0.54,   2.04,   1.19,   1.75,   2.05,   1.06,   2.39,   0.67
194307, -10.72,  -8.60,  -7.90,  -6.45,  -5.40,  -6.08,  -4.93,  -4.83,  -5.01,  -5.58
194308,  -2.75,   0.06,   0.63,   0.64,   0.70,   0.81,   1.16,   0.65,   1.74,   0.38
194309,   5.38,   6.19,   4.40,   2.65,   3.36,   3.46,   3.00,   3.12,   2.42,   2.69
194310,  -2.46,  -0.98,  -0.66,  -1.35,  -0.73,   1.20,  -0.33,  -0.14,   0.05,   1.81
194311, -15.89, -13.09, -10.55,  -9.57,  -8.81,  -6.65,  -5.18,  -6.23,  -6.88,  -7.68
194312,  14.49,  12.03,  10.96,   9.69,   9.70,   8.87,   7.38,   8.33,   7.33,   9.87
194401,  10.21,   6.56,   5.41,   5.07,   3.32,   2.48,   2.11,   3.76,   2.65,   2.13
194402,   2.85,   3.19,   0.99,  -0.35,  -0.14,   1.48,   1.41,   1.78,   1.14,   2.15
194403,   6.96,   4.18,   5.02,   3.65,   4.32,   2.93,   3.94,   3.43,   3.83,   4.39
194404,  -4.46,  -3.71,  -2.72,  -2.95,  -2.42,  -1.98,  -2.83,  -2.52,  -3.26,  -2.39
194405,   6.77,   6.82,   6.34,   4.68,   7.49,   6.76,   6.73,   7.45,   7.26,   6.32
194406,  15.27,   8.23,  10.46,  12.49,   9.14,   8.89,   9.28,   9.72,  10.10,  11.52
194407,  -0.76,  -1.30,  -1.52,   0.32,  -1.20,  -2.20,  -0.02,  -2.22,  -2.41,  -1.49
194408,   4.68,   3.72,   3.52,   3.26,   3.30,   2.98,   2.13,   2.76,   3.32,   1.54
194409,  -1.32,  -0.36,   0.52,  -0.58,  -0.47,   0.53,  -0.42,  -0.68,   0.19,   0.32
194410,  -1.33,  -0.71,  -0.80,  -0.06,   1.17,  -0.23,   0.83,  -0.23,   0.01,   1.31
194411,   0.66,   1.58,   1.80,   2.35,   1.73,   2.74,   3.40,   3.19,   1.95,   4.29
194412,  10.49,   8.99,   5.89,   5.40,   6.65,   6.10,   4.31,   7.41,   7.96,   7.44
194501,   8.57,   3.86,   3.46,   4.68,   3.13,   4.79,   4.75,   2.63,   4.11,   4.47
194502,  10.78,   7.82,   9.16,   7.77,   8.17,   7.37,   9.70,   8.53,   9.16,   7.64
194503,  -9.31,  -4.51,  -4.77,  -3.62,  -5.44,  -5.77,  -5.44,  -5.88,  -4.74,  -6.42
194504,  10.10,   8.18,   7.37,   7.97,   8.16,  10.22,   9.87,   8.96,   9.37,   9.10
194505,   3.87,   2.38,   1.61,   2.00,   3.01,   2.83,   2.55,   3.47,   3.98,   4.16
194506,  12.88,   2.97,   1.75,   2.89,   0.86,   3.22,   2.10,   0.56,   3.33,   3.98
194507,  -2.93,  -2.51,  -3.07,  -3.42,  -2.88,  -2.59,  -4.54,  -3.82,  -2.93,  -4.34
194508,   3.63,   5.95,   7.76,   6.26,   7.17,   9.98,   7.60,   7.26,   5.12,   6.86
194509,   7.71,   6.38,   5.53,   6.35,   4.51,   6.76,   6.12,   7.39,   5.99,   7.11
194510,   6.79,   4.50,   5.29,   4.77,   5.19,   3.41,   8.50,   7.00,   9.78,   9.82
194511,   9.96,   5.74,   8.27,   7.20,   8.16,   8.88,  10.06,   9.40,  10.19,  15.20
194512,   2.54,   1.74,   0.75,   2.18,   2.55,   2.84,   2.80,   3.94,   2.81,   2.41
194601,  15.55,   7.39,   9.90,   8.85,   8.08,   9.25,   6.87,   5.81,   9.90,  12.29
194602,  -6.33,  -5.68,  -5.23,  -5.92,  -6.36,  -6.80,  -6.60,  -6.61,  -7.69,  -8.30
194603,   3.33,   6.72,   4.67,   6.15,   6.25,   4.83,   7.36,   6.92,   8.04,   4.11
194604,   3.30,   4.61,   4.19,   5.81,   7.98,   5.15,   4.89,   5.60,   6.39,   5.19
194605,   3.95,   3.67,   5.30,   5.18,   5.64,   6.93,   4.91,   6.68,   8.36,   5.12
194606,  -2.80,  -3.79,  -4.80,  -4.14,  -5.17,  -5.19,  -6.59,  -5.77,  -4.65,  -6.04
194607,  -3.83,  -3.23,  -2.93,  -3.93,  -4.82,  -3.50,  -4.39,  -3.61,  -5.34,  -5.94
194608,  -6.01,  -6.44,  -6.52,  -6.43,  -6.74,  -7.33,  -7.63,  -8.97,  -8.97,  -9.19
194609, -11.16, -10.36, -11.08, -10.41, -13.73, -14.35, -13.24, -15.48, -15.60, -18.34
194610,  -0.61,  -1.07,  -0.06,  -0.74,   0.35,  -0.96,   0.04,  -3.68,  -1.51,  -1.84
194611,   1.03,   1.71,   0.82,   1.00,   0.14,  -0.06,   0.12,  -1.31,  -1.27,  -3.04
194612,   3.74,   4.95,   5.25,   6.20,   5.50,   4.45,   5.44,   4.86,   3.68,   1.96
194701,   2.72,   2.05,   2.58,   2.44,   2.41,   3.16,   2.03,   4.09,   4.08,   5.72
194702,  -0.96,  -0.48,  -0.05,  -0.86,  -0.59,   0.38,  -1.65,   0.05,  -1.50,  -0.09
194703,  -1.81,  -0.68,  -1.69,  -2.42,  -1.64,  -3.32,  -3.64,  -3.53,  -4.80,  -5.90
194704,  -6.08,  -4.86,  -6.63,  -7.95,  -7.21,  -7.66,  -8.22,  -9.73, -11.42, -12.91
194705,  -2.38,  -2.10,  -1.22,  -2.91,  -3.34,  -4.16,  -3.83,  -6.08,  -5.64,  -5.29
194706,   3.81,   5.42,   4.77,   4.86,   6.87,   6.49,   5.65,   6.49,   7.01,   8.41
194707,   3.14,   4.31,   6.29,   4.64,   6.49,   7.15,   6.57,   6.28,   7.69,   8.97
194708,  -0.44,  -0.52,  -1.70,  -0.98,  -1.06,   0.09,  -2.24,  -1.90,  -2.70,  -3.50
194709,   1.15,   0.28,   0.56,  -0.39,   0.92,   0.80,   1.14,   0.81,  -0.04,   0.17
194710,   1.98,   1.95,   3.22,   2.70,   3.61,   4.12,   4.33,   4.53,   3.01,   4.35
194711,  -1.79,  -0.63,  -1.58,  -2.99,  -1.98,  -2.48,  -3.00,  -3.21,  -4.64,  -4.97
194712,   1.39,   3.78,   1.22,   3.58,   2.62,   3.45,   2.65,   2.17,   2.28,   1.61
194801,   0.99,  -2.49,  -2.52,  -1.47,  -2.73,  -2.33,  -2.18,  -1.15,  -3.59,  -1.05
194802,  -4.57,  -4.36,  -4.85,  -5.48,  -5.80,  -6.88,  -5.96,  -6.11,  -7.53,  -8.18
194803,  12.32,   8.91,   9.49,  10.59,   9.24,   9.77,   9.05,   9.74,   9.16,   9.24
194804,   4.89,   4.28,   4.26,   4.18,   3.07,   3.12,   3.95,   3.32,   4.97,   2.21
194805,  10.89,   7.99,   7.77,   9.39,   8.69,   8.07,   8.13,   8.30,   8.76,  11.48
194806,  -0.73,  -1.81,  -1.66,  -1.37,  -1.79,  -1.10,   1.18,  -3.18,  -2.92,  -2.06
194807,  -4.92,  -5.09,  -4.96,  -5.40,  -4.63,  -5.41,  -4.31,  -5.18,  -6.42,  -5.61
194808,  -1.03,  -0.12,  -0.70,   0.01,  -0.31,   0.44,   0.64,  -0.55,   0.58,  -0.18
194809,  -4.99,  -3.82,  -3.76,  -3.06,  -4.63,  -5.01,  -4.73,  -4.80,  -4.14,  -4.86
194810,   7.10,   5.46,   5.61,   4.70,   5.08,   5.47,   4.92,   5.18,   5.55,   5.15
194811, -12.26, -10.19,  -9.78,  -9.77, -10.31, -10.28, -10.12, -10.16, -10.44, -13.04
194812,   1.49,   0.96,   1.48,   0.62,   1.28,   2.22,  -0.15,   1.36,   0.75,   2.10
194901,   3.99,   2.47,   2.44,   3.00,   0.98,   0.56,   1.05,   2.25,   1.78,  -0.25
194902,  -5.18,  -2.97,  -4.06,  -3.61,  -4.98,  -3.46,  -3.59,  -3.77,  -5.00,  -4.46
194903,   7.09,   6.58,   6.93,   6.16,   4.78,   4.46,   6.19,   5.09,   7.34,   4.81
194904,  -2.93,  -3.28,  -2.92,  -3.44,  -2.19,  -4.73,  -3.72,  -1.10,  -3.63,  -4.27
194905,  -6.75,  -4.44,  -3.55,  -2.74,  -3.91,  -4.74,  -2.96,  -4.82,  -4.87,  -4.91
194906,  -0.84,  -0.78,  -1.15,  -0.70,  -1.45,   0.38,  -0.30,   0.59,  -1.52,   0.07
194907,   6.37,   5.20,   6.26,   5.60,   6.76,   6.22,   6.81,   5.96,   7.30,   6.04
194908,   1.36,   2.42,   1.62,   1.99,   2.95,   2.42,   2.12,   2.82,   2.46,   3.66
194909,   5.47,   4.28,   3.56,   2.92,   3.93,   3.31,   3.73,   3.79,   6.07,   5.51
194910,   6.71,   3.57,   3.31,   3.46,   3.63,   3.83,   4.07,   4.05,   3.48,   3.61
194911,  -3.89,   0.35,   0.93,   0.58,   1.22,   1.38,   0.85,   2.44,   2.28,   1.09
194912,  11.25,   8.06,   7.70,   7.48,   6.24,   6.26,   5.87,   5.51,   6.04,   6.74
195001,   7.31,   6.12,   4.59,   4.23,   3.46,   2.30,   2.49,   2.07,   2.84,   3.06
195002,   2.45,   2.28,   2.39,  -0.17,   0.20,   1.78,   2.17,   1.91,   1.08,   1.52
195003,  -0.26,  -1.23,  -0.10,  -0.86,   0.66,   0.09,  -0.41,  -0.43,   0.73,   0.11
195004,   9.31,   6.57,   6.28,   4.59,   3.10,   4.50,   2.84,   3.14,   3.97,   4.39
195005,   1.46,   2.45,   2.84,   3.17,   3.34,   3.70,   4.16,   4.58,   3.40,   4.92
195006, -11.03, -10.29,  -8.18,  -8.52,  -6.42,  -5.56,  -5.43,  -6.97,  -6.08,  -6.93
195007,  14.39,   9.65,   7.46,   7.77,   3.66,   1.13,   4.52,   0.57,   2.74,   5.21
195008,   1.34,   5.26,   5.94,   5.68,   4.31,   6.00,   5.83,   6.02,   6.03,   4.56
195009,   4.29,   4.71,   5.76,   5.21,   6.44,   6.07,   3.80,   5.47,   6.04,   5.10
195010,  -0.12,   0.52,  -0.05,  -0.64,  -0.95,  -0.25,  -0.79,   0.16,   0.16,  -0.91
195011,   3.86,   2.95,   4.54,   2.99,   2.02,   3.12,   3.86,   4.06,   3.87,   4.03
195012,  20.34,  13.59,   9.90,   7.54,   6.94,   5.93,   5.56,   5.77,   6.02,   6.61
195101,   9.35,   9.01,   7.87,   8.44,   8.30,   6.53,   7.11,   5.71,   5.82,   6.04
195102,  -2.37,   1.28,  -1.04,   0.75,   1.62,   1.01,   2.11,   1.93,   2.17,   2.11
195103,  -6.17,  -6.13,  -3.45,  -2.63,  -3.26,  -2.29,  -3.15,  -2.43,  -2.76,  -2.67
195104,   3.02,   6.18,   3.94,   4.27,   4.02,   3.26,   2.99,   4.84,   4.82,   4.22
195105,  -6.92,  -3.53,  -1.42,  -3.43,  -1.66,  -1.89,  -1.31,  -1.21,  -2.25,  -2.37
195106,  -8.05,  -6.18,  -6.25,  -5.03,  -4.90,  -3.58,  -2.78,  -3.96,  -2.41,  -3.23
195107,   7.05,   5.49,   6.83,   6.64,   6.56,   4.61,   6.38,   7.06,   5.83,   7.93
195108,   5.88,   6.56,   5.33,   3.77,   4.45,   4.15,   4.19,   4.55,   5.17,   4.03
195109,   3.65,   2.02,   1.94,   2.08,   1.62,   2.63,   2.15,   2.17,   2.64,   2.29
195110,  -3.26,  -3.11,  -2.65,  -2.38,  -1.70,  -1.86,  -2.50,  -2.02,  -4.16,  -2.28
195111,  -0.37,   0.18,  -0.21,   0.46,   0.60,   1.41,   1.14,   1.58,   1.10,   0.77
195112,  -0.84,   0.31,  -0.15,   1.35,   1.80,   2.26,   2.42,   2.94,   2.14,   1.54
195201,   0.66,   1.26,   1.11,   1.11,   1.77,   1.11,   1.35,   1.76,   2.16,   3.45
195202,  -2.75,  -1.95,  -1.20,  -1.95,  -2.25,  -2.09,  -2.73,  -1.85,  -2.88,  -2.24
195203,   1.78,   1.95,   1.61,   1.84,   2.31,   3.21,   4.41,   3.73,   4.24,   4.72
195204,  -5.16,  -4.09,  -4.04,  -3.94,  -4.09,  -3.83,  -4.24,  -4.85,  -6.24,  -4.68
195205,  -0.56,   1.87,   1.96,   2.07,   1.68,   3.08,   3.08,   2.62,   3.46,   3.82
195206,   2.39,   2.23,   2.50,   2.01,   3.12,   2.26,   4.34,   3.46,   4.64,   4.75
195207,   0.95,   0.62,   0.63,   1.16,   1.42,   1.04,   1.05,   1.79,   2.03,  -0.08
195208,   0.39,   0.34,  -0.88,   0.18,   0.06,   0.25,  -0.25,   0.06,  -0.42,  -0.86
195209,  -2.16,  -0.46,  -1.45,  -1.09,  -1.80,  -1.03,  -1.84,  -2.02,  -1.88,  -2.60
195210,  -1.50,  -0.34,  -0.39,  -1.67,  -1.08,  -2.12,  -1.84,  -1.03,  -0.33,  -1.18
195211,   4.42,   5.09,   5.15,   4.25,   5.84,   6.56,   6.48,   7.06,   5.43,   5.47
195212,   1.74,   2.14,   1.63,   2.01,   2.53,   1.56,   2.14,   2.12,   3.56,   2.26
195301,   5.67,   3.34,   3.08,   3.63,   2.26,   1.73,   1.91,   0.88,   1.73,   1.02
195302,   4.03,   1.15,   1.26,   0.96,   0.63,   1.57,   1.31,   0.72,   0.54,   0.31
195303,  -1.39,  -2.02,   0.42,  -0.24,  -0.86,  -1.33,  -0.90,  -1.96,  -2.31,  -2.08
195304,  -2.65,  -0.70,  -2.10,  -1.71,  -1.95,  -2.34,  -1.86,  -2.79,  -3.04,  -3.06
195305,  -0.95,   0.94,   1.14,   0.01,   1.02,   0.57,   0.42,   0.80,   1.63,   1.41
195306,  -5.27,  -4.65,  -3.29,  -2.11,  -2.41,  -3.10,  -2.65,  -3.29,  -2.60,  -3.58
195307,   0.49,   2.12,   1.63,   0.81,   2.49,   1.75,   1.70,   2.17,   1.58,   1.84
195308,  -8.08,  -6.45,  -3.87,  -3.05,  -5.55,  -4.18,  -4.29,  -5.95,  -6.17,  -5.58
195309,  -3.96,  -1.66,  -2.08,  -1.23,  -1.33,  -0.19,  -0.91,  -0.62,  -1.11,   1.00
195310,   3.19,   1.39,   2.41,   3.78,   2.85,   3.84,   4.84,   4.90,   4.70,   5.69
195311,   0.27,   1.59,   2.11,   0.98,   2.58,   2.95,   2.83,   2.08,   2.03,   3.41
195312,  -5.06,  -3.15,  -1.75,  -1.99,  -1.40,  -1.05,  -0.43,  -1.03,  -0.07,  -0.93
195401,  10.59,   8.99,   6.77,   5.94,   5.73,   7.15,   5.33,   7.51,   8.08,   6.51
195402,   0.58,   0.03,   1.02,   1.14,   0.78,   1.22,   0.85,   2.56,   1.47,   2.29
195403,   1.51,   1.10,   1.69,   2.53,   2.51,   2.47,   3.34,   4.10,   3.25,   5.09
195404,   1.39,  -0.82,  -0.22,   0.39,   1.94,   2.07,   3.04,   2.90,   1.67,   3.78
195405,   4.56,   3.56,   4.45,   3.25,   4.39,   4.40,   4.85,   3.89,   4.63,   5.86
195406,   0.29,   2.28,   0.84,   2.43,   0.92,   0.37,   0.15,   1.40,   0.68,   2.28
195407,  11.77,   7.59,   7.11,   6.07,   6.17,   5.85,   7.43,   7.08,   6.19,   7.46
195408,  -0.46,  -1.91,   0.60,  -0.71,  -0.50,  -0.96,  -1.65,  -1.60,  -0.51,  -1.64
195409,   2.83,   4.17,   3.16,   5.02,   3.59,   4.49,   4.19,   5.62,   6.20,   4.64
195410,  -1.37,  -1.84,  -1.05,   0.02,  -1.91,  -0.17,  -0.78,  -0.41,  -0.53,   1.91
195411,   7.81,   7.38,   9.59,   8.39,   8.64,   8.58,  10.12,  10.39,   9.88,  11.12
195412,  15.15,   9.32,   9.82,   7.88,   6.81,   7.30,   7.66,   8.32,   8.16,  10.27
195501,   2.01,   1.56,   0.38,   2.76,   1.13,   1.39,   0.67,   1.20,   2.31,   1.32
195502,   5.09,   3.21,   2.73,   4.29,   4.80,   3.47,   4.09,   5.11,   5.26,   5.06
195503,  -1.09,   0.05,   0.41,   0.34,   0.40,  -0.24,   0.37,  -0.53,   0.76,   0.94
195504,   2.62,   1.11,   3.37,   2.54,   3.02,   2.48,   2.84,   3.19,   0.57,   1.75
195505,   0.06,   0.31,   0.03,   1.16,   0.45,   0.76,   1.84,   0.58,   0.73,   1.19
195506,   2.37,   2.30,   2.58,   3.24,   3.42,   3.78,   4.57,   5.40,   3.91,   3.41
195507,   0.39,   1.94,   1.96,   1.10,   1.15,   1.29,   1.62,   0.19,   0.68,  -1.81
195508,  -0.87,  -0.57,   0.56,   0.80,   0.79,   0.41,   1.24,   0.02,   0.29,   2.63
195509,   0.78,   0.13,  -0.13,  -0.65,  -0.74,  -1.31,  -1.67,  -0.72,  -1.89,  -1.11
195510,  -3.63,  -2.36,  -0.80,  -1.07,  -0.35,  -2.40,  -0.28,  -1.72,  -1.92,  -1.52
195511,   2.98,   4.45,   4.55,   4.92,   4.81,   5.23,   5.00,   6.28,   7.78,   7.42
195512,   4.68,   1.53,   1.66,   1.14,   1.16,   1.35,   2.42,   1.96,   1.84,   3.20
195601,   0.43,  -0.96,  -1.83,  -2.46,  -1.80,  -2.43,  -2.00,  -1.53,  -3.22,  -3.91
195602,   1.86,   3.67,   2.08,   3.38,   3.01,   3.93,   2.48,   4.22,   4.84,   4.54
195603,   1.93,   3.40,   6.14,   4.98,   4.41,   5.31,   5.72,   5.55,   7.38,   5.79
195604,  -0.49,  -0.39,   1.14,  -0.51,   0.53,   0.78,  -0.66,   1.01,   1.65,   1.45
195605,  -4.89,  -3.44,  -4.92,  -4.02,  -3.39,  -3.00,  -3.54,  -4.27,  -4.39,  -4.82
195606,   0.32,   0.31,   1.80,   1.84,   1.80,   1.72,   2.72,   2.24,   4.55,   3.67
195607,   2.66,   3.19,   2.57,   3.00,   4.85,   3.52,   4.89,   4.17,   4.19,   6.20
195608,  -1.93,  -1.59,  -1.99,  -1.38,  -1.03,  -2.13,  -2.00,  -1.85,  -2.57,  -2.16
195609,  -3.26,  -3.36,  -3.18,  -3.46,  -3.29,  -3.67,  -2.54,  -3.53,  -4.10,  -4.83
195610,   1.08,   0.32,   0.73,   0.27,   0.47,   0.06,   1.23,   0.91,   2.01,   0.18
195611,   2.14,  -0.14,   1.74,   0.56,   0.67,   0.13,   0.03,   0.50,   0.42,  -0.30
195612,   1.19,   2.46,   1.64,   1.49,   1.65,   1.74,   3.40,   2.32,   3.36,   2.72
195701,   3.99,   0.93,   2.27,   0.10,   0.46,   0.94,  -0.46,  -1.18,  -1.70,  -2.31
195702,  -2.52,  -0.94,  -2.31,  -2.01,  -1.90,  -2.50,  -2.16,  -2.44,  -2.72,  -3.35
195703,   1.84,   1.97,   1.63,   2.75,   2.19,   2.26,   2.13,   2.52,   3.10,   1.95
195704,   4.06,   0.68,   2.26,   2.01,   2.06,   2.70,   3.35,   2.94,   4.26,   2.33
195705,   2.09,   1.13,   1.02,   1.02,   2.00,   3.15,   1.80,   2.42,   3.59,   2.97
195706,  -0.13,  -0.20,  -0.39,  -1.94,  -2.06,  -2.27,  -0.60,  -0.40,   0.07,   0.43
195707,   0.29,   0.49,   0.70,   1.04,   1.01,   1.23,   0.16,   0.98,   0.94,  -1.60
195708,  -5.48,  -4.00,  -3.76,  -3.04,  -3.71,  -4.98,  -5.55,  -5.46,  -6.75,  -5.73
195709,  -6.03,  -4.40,  -3.61,  -3.91,  -3.88,  -4.82,  -6.28,  -6.13,  -6.30,  -6.95
195710, -10.59,  -5.84,  -5.87,  -4.74,  -5.40,  -4.78,  -6.62,  -6.66,  -6.47,  -6.35
195711,   1.11,   0.41,   2.13,   2.52,   2.51,   2.03,   1.08,   1.77,   2.76,   3.91
195712,  -7.55,  -5.58,  -3.42,  -2.03,  -2.86,  -3.23,  -6.12,  -7.35,  -4.23,  -6.12
195801,  18.10,  14.16,   9.76,   9.70,   8.74,   9.41,   9.50,   9.25,   9.00,   8.88
195802,  -1.91,  -1.30,  -1.23,   0.77,  -0.62,  -1.41,  -1.20,  -1.30,  -1.70,  -2.01
195803,   4.78,   2.63,   2.63,   2.59,   3.42,   4.22,   4.19,   3.21,   4.63,   4.23
195804,   6.39,   4.01,   3.56,   2.93,   2.28,   3.36,   2.83,   2.58,   1.86,   1.76
195805,   6.72,   2.97,   2.83,   3.23,   2.66,   4.59,   2.60,   3.10,   3.82,   5.15
195806,   3.90,   2.67,   3.73,   3.91,   2.17,   2.20,   2.98,   3.23,   3.38,   4.03
195807,   6.20,   4.13,   4.35,   3.56,   4.70,   4.61,   5.74,   6.47,   7.26,   7.76
195808,   6.86,   2.45,   2.48,   1.82,   2.16,   3.56,   2.61,   2.68,   2.86,   2.70
195809,   7.58,   4.37,   4.06,   4.53,   4.80,   6.71,   5.28,   6.01,   5.67,   4.55
195810,   5.06,   3.80,   1.65,   3.03,   1.50,   3.56,   2.16,   3.42,   3.30,   4.40
195811,   5.21,   4.63,   2.82,   4.04,   3.62,   3.99,   4.32,   4.04,   3.83,   5.28
195812,   3.12,   2.30,   5.50,   3.79,   4.25,   3.69,   4.52,   4.23,   3.44,   3.73
195901,   7.63,   6.06,   4.88,   4.21,   3.78,   4.90,   4.12,   2.05,   1.92,   2.17
195902,   2.09,   2.34,   1.97,   1.97,   2.71,   2.37,   2.79,   3.10,   3.85,   3.91
195903,   0.72,   1.99,   1.09,   0.67,   1.62,   0.39,  -0.26,   1.53,   1.50,   0.89
195904,   2.62,   2.82,   2.13,   3.19,   1.41,   1.35,   1.85,   2.30,   3.85,   3.84
195905,   1.71,   1.88,   1.80,   0.64,   0.13,  -0.21,   0.10,   1.60,   1.43,   0.79
195906,  -0.17,   1.20,  -0.06,   0.53,  -0.10,  -1.18,   1.40,  -0.83,   0.63,   2.69
195907,   3.69,   3.40,   3.40,   2.79,   3.68,   2.52,   3.11,   3.68,   3.09,   2.28
195908,  -2.09,  -2.47,  -2.32,  -1.12,  -0.37,  -0.12,  -0.83,  -1.19,  -2.01,  -1.94
195909,  -3.65,  -5.02,  -4.96,  -4.71,  -3.53,  -4.30,  -4.75,  -4.49,  -4.41,  -3.97
195910,   0.68,   1.55,   3.17,   0.88,   2.01,   0.62,   2.40,   1.21,   3.39,   3.80
195911,   1.38,   1.36,   1.61,   0.72,   0.93,   1.44,   1.60,   0.89,   0.91,   2.92
195912,   2.36,   2.30,   1.64,   1.71,   1.13,   1.82,   1.75,   2.54,   3.48,   2.79
196001,  -1.71,  -3.79,  -3.70,  -4.51,  -1.89,  -2.46,  -3.44,  -5.10,  -5.73,  -5.62
196002,  -0.91,   1.93,   0.62,   1.14,  -0.45,   0.38,   0.54,   0.73,   2.16,   1.47
196003,  -3.73,  -3.41,  -2.69,  -3.54,  -1.17,  -1.26,  -1.49,  -1.73,  -2.12,  -3.43
196004,  -5.42,  -2.00,  -2.86,  -2.15,  -2.49,  -0.55,  -1.37,  -2.11,  -1.34,  -0.92
196005,   0.70,   0.57,   0.45,   1.44,   1.40,   1.38,   2.22,   3.06,   3.02,   6.41
196006,   1.81,   3.48,   0.93,   3.05,   2.20,   3.03,   0.86,   2.13,   2.90,   1.31
196007,  -2.72,  -1.42,  -1.49,  -0.27,  -0.61,  -0.75,  -0.92,  -2.80,  -2.72,  -3.62
196008,   7.46,   4.05,   3.46,   4.03,   3.33,   4.15,   3.90,   3.68,   3.64,   2.43
196009,  -8.37,  -7.01,  -5.65,  -4.56,  -4.02,  -5.61,  -5.08,  -5.48,  -6.69,  -7.89
196010,  -3.83,  -1.79,  -2.04,  -1.14,  -1.68,  -0.64,  -1.79,  -1.50,  -2.80,  -3.68
196011,   2.16,   3.35,   4.63,   3.73,   3.30,   3.65,   4.68,   4.67,   5.79,   7.00
196012,   2.43,   2.11,   4.11,   3.83,   3.06,   3.78,   4.10,   4.79,   3.66,   5.55
196101,  12.64,   9.14,   9.36,   8.79,   7.15,   7.57,   7.47,   6.82,   5.98,   7.45
196102,   5.42,   6.10,   5.52,   5.71,   3.90,   6.57,   5.61,   5.46,   7.20,   7.83
196103,   5.15,   3.97,   5.61,   3.36,   3.91,   4.34,   2.89,   4.73,   6.80,   6.94
196104,   1.78,   0.67,  -0.50,   1.15,   0.63,   0.67,   0.67,   1.02,   0.47,   0.05
196105,   6.36,   5.34,   4.97,   5.27,   4.42,   4.15,   4.10,   4.41,   3.05,   1.80
196106,  -5.07,  -4.60,  -5.49,  -4.52,  -4.12,  -3.98,  -3.23,  -2.87,  -2.81,  -4.05
196107,  -0.68,   0.95,   1.61,   2.15,   1.24,   1.02,   2.24,   2.66,   0.80,   1.83
196108,   1.04,   2.38,   1.51,   1.72,   1.76,   2.76,   1.54,   3.07,   3.34,   2.80
196109,  -5.62,  -4.27,  -3.64,  -3.44,  -1.91,  -1.39,  -1.15,  -0.72,  -1.83,  -2.95
196110,   1.28,   0.10,   1.58,   0.63,   2.77,   3.16,   3.28,   3.06,   4.06,   1.78
196111,   3.78,   4.13,   3.58,   4.52,   3.73,   5.60,   3.37,   4.62,   5.40,   6.17
196112,   0.51,   0.83,   0.52,   0.39,   0.41,  -0.40,  -1.08,  -1.71,  -1.81,  -1.93
196201,   5.40,   3.14,   1.02,  -0.19,  -0.19,  -1.35,  -0.93,  -2.75,  -3.10,  -5.55
196202,   1.41,   1.88,   2.49,   1.24,   1.92,   2.04,   1.22,   1.68,   1.63,   0.69
196203,  -2.84,  -0.81,  -0.10,  -0.13,  -0.99,   0.39,   0.31,   0.29,   0.30,  -0.83
